# t dissipation energy Reynolds eta
160.002 2.89169 27.197 30.5783 1.20349
160.006 2.90888 27.2208 30.5144 1.20171
160.011 2.89238 27.2191 30.5994 1.20342
160.018 2.88598 27.2195 30.6339 1.20408
160.026 2.88294 27.2204 30.651 1.2044
160.036 2.88172 27.2214 30.6586 1.20453
160.046 2.88108 27.2224 30.6632 1.20459
160.058 2.88079 27.2235 30.6659 1.20462
160.071 2.88076 27.2247 30.6675 1.20463
160.084 2.88093 27.2264 30.6684 1.20461
160.099 2.88105 27.2277 30.6693 1.2046
160.114 2.88123 27.2292 30.67 1.20458
160.13 2.88139 27.2307 30.6709 1.20456
160.146 2.88155 27.2321 30.6716 1.20455
160.163 2.88197 27.2337 30.6712 1.2045
160.181 2.8823 27.2352 30.6711 1.20447
160.198 2.88263 27.2367 30.6711 1.20443
160.217 2.88306 27.2383 30.6705 1.20439
160.235 2.88346 27.2399 30.6702 1.20434
160.254 2.88389 27.2414 30.6696 1.2043
160.273 2.88416 27.2427 30.6696 1.20427
160.293 2.88459 27.2442 30.6691 1.20423
160.313 2.88498 27.2459 30.6689 1.20419
160.333 2.88542 27.2474 30.6682 1.20414
160.353 2.88578 27.2489 30.668 1.2041
160.373 2.8862 27.2506 30.6677 1.20406
160.394 2.88668 27.2523 30.667 1.20401
160.415 2.88726 27.254 30.6659 1.20395
160.436 2.88758 27.2553 30.6657 1.20392
160.457 2.88782 27.2566 30.6658 1.20389
160.478 2.88805 27.2579 30.6661 1.20387
160.499 2.88826 27.2592 30.6665 1.20384
160.52 2.8886 27.2609 30.6665 1.20381
160.54 2.88899 27.2624 30.6661 1.20377
160.561 2.88919 27.2639 30.6667 1.20375
160.582 2.88941 27.2652 30.6671 1.20372
160.603 2.88948 27.2664 30.6681 1.20372
160.624 2.88957 27.2675 30.6688 1.20371
160.645 2.88955 27.2686 30.6701 1.20371
160.666 2.88977 27.2701 30.6706 1.20369
160.687 2.88985 27.2712 30.6715 1.20368
160.708 2.88987 27.2724 30.6727 1.20368
160.728 2.88969 27.2733 30.6747 1.2037
160.749 2.88983 27.2746 30.6754 1.20368
160.77 2.88988 27.2759 30.6766 1.20368
160.791 2.89 27.2772 30.6774 1.20366
160.812 2.88993 27.2784 30.6792 1.20367
160.833 2.88996 27.2797 30.6804 1.20367
160.854 2.88985 27.2808 30.6822 1.20368
160.875 2.88985 27.2822 30.6838 1.20368
160.896 2.88986 27.2835 30.6853 1.20368
160.916 2.88977 27.2847 30.6871 1.20369
160.937 2.88962 27.286 30.6894 1.2037
160.958 2.88946 27.2871 30.6914 1.20372
160.979 2.88924 27.2882 30.6938 1.20374
161 2.88906 27.2894 30.6961 1.20376
161.022 2.88902 27.2906 30.6977 1.20377
161.044 2.88882 27.2918 30.7001 1.20379
161.067 2.8886 27.2929 30.7025 1.20381
161.089 2.88826 27.2937 30.7052 1.20385
