# i t cells coeurs_suggere(~100k/coeur)
13960 160.009 1046326 11
13980 160.17 1047733 11
14000 160.385 1051289 11
14020 160.608 1053991 11
14040 160.832 1050141 11
14060 161.056 1045696 11
14080 161.281 1040950 11
14100 161.506 1032536 11
14120 161.73 1026327 11
14140 161.955 1019376 11
14160 162.18 1015652 11
14180 162.404 1012033 11
14200 162.629 1013657 11
14220 162.854 1013076 11
14240 163.079 1015659 11
14260 163.303 1018291 11
14280 163.528 1017325 11
14300 163.753 1016121 11
14320 163.978 1011781 11
14340 164.202 1012453 11
14360 164.427 1013517 11
14380 164.652 1015848 11
14400 164.876 1017738 11
14420 165.101 1023436 11
14440 165.326 1025809 11
14460 165.551 1024983 11
14480 165.775 1023660 11
14500 166 1019754 11
14520 166.225 1012712 11
14540 166.449 1005957 11
14560 166.674 1004081 11
14580 166.899 999923 10
14600 167.124 998194 10
14620 167.348 1000679 11
14640 167.573 1002583 11
14660 167.798 1004473 11
14680 168.022 1005404 11
14700 168.247 1001498 11
14720 168.472 1001148 11
14740 168.686 1001652 11
14760 168.902 1001736 11
14780 169.124 1001897 11
14800 169.348 1002891 11
14820 169.573 998999 10
14840 169.798 998572 10
14860 170.022 1000980 11
14880 170.247 1003381 11
14900 170.472 1004466 11
14920 170.697 1007630 11
14940 170.921 1011074 11
14960 171.146 1016289 11
14980 171.371 1022253 11
15000 171.594 1027328 11
15020 171.813 1031150 11
15040 172.034 1035952 11
15060 172.251 1040474 11
15080 172.47 1048251 11
15100 172.691 1056049 11
15120 172.912 1061040 11
15140 173.135 1062825 11
15160 173.36 1062370 11
15180 173.584 1060494 11
15200 173.809 1052220 11
15220 174.034 1051051 11
15240 174.258 1047712 11
15260 174.482 1044562 11
15280 174.697 1046690 11
15300 174.913 1045829 11
15320 175.135 1050323 11
15340 175.36 1052493 11
15360 175.584 1057960 11
15380 175.809 1064554 11
15400 176.034 1067655 11
15420 176.258 1071414 11
15440 176.483 1071281 11
15460 176.708 1071876 11
15480 176.933 1070882 11
15500 177.157 1069237 11
15520 177.382 1068397 11
15540 177.607 1063091 11
15560 177.831 1058877 11
15580 178.056 1055615 11
15600 178.281 1055048 11
15620 178.506 1057946 11
15640 178.73 1060270 11
15660 178.955 1056658 11
15680 179.18 1053459 11
15700 179.404 1051709 11
15720 179.582 1047908 11
15740 179.777 1049749 11
15760 179.989 1050260 11
15780 180.213 1051408 11
15800 180.438 1055244 11
15820 180.663 1058212 11
15840 180.888 1060375 11
15860 181.112 1057316 11
15880 181.337 1055552 11
15900 181.562 1052248 11
15920 181.787 1053130 11
15940 182.011 1056434 11
15960 182.236 1059913 11
15980 182.461 1063504 11
16000 182.685 1063854 11
16020 182.91 1062517 11
16040 183.135 1062454 11
16060 183.36 1063882 11
16080 183.584 1065632 11
16100 183.809 1067830 11
16120 184.034 1068250 11
16140 184.258 1070231 11
16160 184.483 1067578 11
16180 184.708 1068453 11
16200 184.933 1063504 11
16220 185.157 1059619 11
16240 185.382 1054712 11
16260 185.607 1046921 11
16280 185.831 1041580 11
16300 186.056 1038556 11
16320 186.281 1039249 11
16340 186.506 1046319 11
16360 186.73 1051821 11
16380 186.955 1056245 11
16400 187.18 1061103 11
16420 187.404 1065212 11
16440 187.629 1067620 11
16460 187.854 1070070 11
16480 188.079 1071827 11
16500 188.303 1072002 11
16520 188.528 1070686 11
16540 188.753 1069293 11
16560 188.978 1066878 11
16580 189.202 1062013 11
16600 189.427 1059752 11
16620 189.652 1058296 11
16640 189.876 1057911 11
16660 190.101 1057785 11
16680 190.326 1058709 11
16700 190.551 1062832 11
16720 190.775 1064680 11
16740 191 1066773 11
16760 191.225 1064435 11
16780 191.449 1061446 11
16800 191.674 1057442 11
16820 191.899 1057099 11
16840 192.124 1054152 11
16860 192.348 1054026 11
16880 192.573 1056399 11
16900 192.798 1054642 11
16920 193.022 1051072 11
16940 193.247 1046921 11
16960 193.472 1040187 11
16980 193.697 1035896 11
17000 193.921 1034104 11
17020 194.146 1033467 11
17040 194.371 1031766 11
17060 194.596 1030079 11
17080 194.82 1026621 11
17100 195.045 1021420 11
17120 195.27 1015750 11
17140 195.494 1009373 11
17160 195.719 1009191 11
17180 195.944 1008512 11
17200 196.169 1009919 11
17220 196.393 1010913 11
17240 196.618 1007910 11
17260 196.843 1003668 11
17280 197.067 998796 10
17300 197.292 996878 10
17320 197.517 993693 10
17340 197.742 993896 10
17360 197.966 991369 10
17380 198.191 990606 10
17400 198.416 987806 10
17420 198.64 988667 10
17440 198.865 986644 10
17460 199.09 989038 10
17480 199.315 995842 10
17500 199.539 1001246 11
17520 199.764 1003598 11
17540 199.989 1007483 11
17560 200.213 1009492 11
17580 200.438 1010892 11
17600 200.663 1015176 11
17620 200.88 1018746 11
17640 201.101 1021063 11
17660 201.326 1019733 11
17680 201.551 1022036 11
17700 201.775 1024052 11
17720 202 1024164 11
17740 202.225 1021903 11
17760 202.449 1020440 11
17780 202.674 1016968 11
17800 202.899 1015659 11
17820 203.124 1011438 11
17840 203.348 1008806 11
17860 203.573 1006300 11
17880 203.798 1003892 11
17900 204.022 1004270 11
17920 204.247 1006342 11
17940 204.472 1007924 11
17960 204.697 1010339 11
17980 204.921 1013650 11
18000 205.146 1014350 11
18020 205.371 1012775 11
18040 205.596 1008512 11
18060 205.82 1008939 11
18080 206.045 1010325 11
18100 206.27 1014658 11
18120 206.494 1018424 11
18140 206.719 1024934 11
18160 206.944 1033075 11
18180 207.169 1037604 11
18200 207.393 1035714 11
18220 207.618 1033873 11
18240 207.843 1034629 11
18260 208.067 1036673 11
18280 208.292 1033019 11
18300 208.517 1032424 11
18320 208.742 1032543 11
18340 208.966 1030443 11
18360 209.191 1023114 11
18380 209.416 1018298 11
18400 209.64 1015778 11
18420 209.865 1014245 11
18440 210.09 1012159 11
18460 210.315 1009506 11
18480 210.539 1011991 11
18500 210.764 1018179 11
18520 210.989 1024059 11
18540 211.213 1028217 11
18560 211.438 1031766 11
18580 211.663 1033390 11
18600 211.888 1035420 11
18620 212.112 1038192 11
18640 212.337 1035833 11
18660 212.562 1033824 11
18680 212.787 1033208 11
18700 213.011 1038829 11
