# i t cells coeurs_suggere(~100k/coeur)
10180 76.2265 721442 8
10200 76.7745 703200 8
10220 77.375 688157 7
10240 78 671903 7
10260 78.625 661361 7
10280 79.25 645114 7
10300 79.875 628608 7
10320 80.5 613460 7
10340 81.125 604829 7
10360 81.75 592075 6
10380 82.375 580525 6
10400 83 569794 6
10420 83.625 559770 6
10440 84.25 552763 6
10460 84.875 544314 6
10480 85.5 535718 6
10500 86.125 526730 6
10520 86.75 516664 6
10540 87.375 507767 6
10560 88 500333 6
10580 88.625 491492 5
10600 89.25 484604 5
10620 89.875 477212 5
10640 90.5 468735 5
10660 91.125 460048 5
10680 91.75 453048 5
10700 92.375 443059 5
10720 93 433350 5
10740 93.625 423991 5
10760 94.25 414856 5
10780 94.875 406708 5
10800 95.5 398077 4
10820 96.125 391175 4
10840 96.75 383335 4
10860 97.375 375586 4
10880 98 367893 4
10900 98.625 360172 4
10920 99.25 355783 4
10940 99.875 351387 4
10960 100.5 346774 4
10980 101.125 344513 4
11000 101.75 342308 4
11020 102.375 338241 4
11040 103 333978 4
11060 103.625 329568 4
11080 104.25 325487 4
11100 104.875 321049 4
11120 105.5 317465 4
11140 106.125 313314 4
11160 106.75 308799 4
11180 107.375 303108 4
11200 108 297102 3
11220 108.625 291033 3
11240 109.25 284110 3
11260 109.875 278622 3
11280 110.5 272707 3
11300 111.125 266666 3
11320 111.75 260856 3
11340 112.375 254451 3
11360 113 248340 3
11380 113.625 241242 3
11400 114.25 235768 3
11420 114.875 229839 3
11440 115.5 224925 3
11460 116.125 219829 3
11480 116.75 214236 3
11500 117.375 209826 3
11520 118 205101 3
11540 118.625 200761 3
11560 119.25 196547 2
11580 119.875 192620 2
11600 120.5 188693 2
11620 121.125 183814 2
11640 121.75 179677 2
11660 122.375 176079 2
11680 123 171977 2
11700 123.625 167896 2
11720 124.25 164641 2
11740 124.875 162373 2
11760 125.5 160112 2
11780 126.125 157557 2
11800 126.75 155926 2
11820 127.375 153784 2
11840 128 152230 2
11860 128.625 150900 2
11880 129.25 150312 2
11900 129.875 149423 2
11920 130.5 148422 2
11940 131.125 147897 2
11960 131.75 147148 2
11980 132.375 146182 2
12000 133 144915 2
12020 133.625 143676 2
12040 134.25 142255 2
12060 134.875 141303 2
12080 135.5 139770 2
12100 136.125 138300 2
12120 136.75 137894 2
12140 137.375 136837 2
12160 138 135780 2
12180 138.625 134618 2
12200 139.25 134072 2
12220 139.875 133281 2
12240 140.5 132119 2
12260 141.125 130789 2
12280 141.75 130012 2
12300 142.375 129333 2
12320 143 127898 2
12340 143.625 127121 2
12360 144.25 125679 2
12380 144.875 124153 2
12400 145.5 123278 2
12420 146.125 122396 2
12440 146.75 121353 2
12460 147.375 120562 2
12480 148 119113 2
12500 148.625 119022 2
12520 149.25 118476 2
12540 149.875 117601 2
12560 150.5 117440 2
12580 151.125 116159 2
12600 151.75 115802 2
12620 152.375 115935 2
12640 153 115515 2
12660 153.625 115165 2
12680 154.25 114220 2
12700 154.875 113324 2
12720 155.5 112316 2
12740 156.125 111728 2
12760 156.75 110468 2
12780 157.375 109418 2
12800 158 107843 2
12820 158.625 106856 2
12840 159.25 105358 2
12860 159.875 104301 2
