# t cellules_par_niveau_0_a_15
160.385 0 0 0 0 0 833 141792 909504 0 0 0 0 0 0 0 0
161.506 0 0 0 0 0 1087 141947 892008 0 0 0 0 0 0 0 0
162.629 0 0 0 0 0 1099 144112 873920 0 0 0 0 0 0 0 0
163.753 0 0 0 0 0 951 144153 883064 0 0 0 0 0 0 0 0
164.876 0 0 0 0 0 915 142480 898752 0 0 0 0 0 0 0 0
166 0 0 0 0 0 790 141608 913728 0 0 0 0 0 0 0 0
167.124 0 0 0 0 0 927 142555 897384 0 0 0 0 0 0 0 0
168.247 0 0 0 0 0 1156 141851 888360 0 0 0 0 0 0 0 0
169.371 0 0 0 0 0 1293 142987 870504 0 0 0 0 0 0 0 0
170.494 0 0 0 0 0 1254 144051 864488 0 0 0 0 0 0 0 0
171.618 0 0 0 0 0 1378 141495 877000 0 0 0 0 0 0 0 0
172.742 0 0 0 0 0 1402 140656 882176 0 0 0 0 0 0 0 0
173.865 0 0 0 0 0 1343 140898 884016 0 0 0 0 0 0 0 0
174.989 0 0 0 0 0 1047 142022 893968 0 0 0 0 0 0 0 0
176.112 0 0 0 0 0 1007 140815 906184 0 0 0 0 0 0 0 0
177.236 0 0 0 0 0 904 138210 933616 0 0 0 0 0 0 0 0
178.36 0 0 0 0 0 1017 137452 932448 0 0 0 0 0 0 0 0
179.483 0 0 0 0 0 982 135157 953048 0 0 0 0 0 0 0 0
180.607 0 0 0 0 0 846 137662 941712 0 0 0 0 0 0 0 0
181.73 0 0 0 0 0 818 139022 932624 0 0 0 0 0 0 0 0
182.854 0 0 0 0 0 707 138507 943848 0 0 0 0 0 0 0 0
183.978 0 0 0 0 0 858 138177 936824 0 0 0 0 0 0 0 0
185.101 0 0 0 0 0 896 138443 932264 0 0 0 0 0 0 0 0
186.225 0 0 0 0 0 821 138547 936232 0 0 0 0 0 0 0 0
187.348 0 0 0 0 0 816 138836 934240 0 0 0 0 0 0 0 0
188.472 0 0 0 0 0 976 140808 908224 0 0 0 0 0 0 0 0
189.596 0 0 0 0 0 964 140158 914192 0 0 0 0 0 0 0 0
190.719 0 0 0 0 0 1051 139657 912632 0 0 0 0 0 0 0 0
191.843 0 0 0 0 0 1038 139672 913344 0 0 0 0 0 0 0 0
192.966 0 0 0 0 0 908 140418 915696 0 0 0 0 0 0 0 0
194.09 0 0 0 0 0 843 139516 927072 0 0 0 0 0 0 0 0
195.213 0 0 0 0 0 597 138358 952080 0 0 0 0 0 0 0 0
196.337 0 0 0 0 0 508 136856 969792 0 0 0 0 0 0 0 0
197.461 0 0 0 0 0 532 135022 982928 0 0 0 0 0 0 0 0
198.584 0 0 0 0 0 670 134590 977552 0 0 0 0 0 0 0 0
199.708 0 0 0 0 0 731 133519 982216 0 0 0 0 0 0 0 0
200.831 0 0 0 0 0 656 132784 992896 0 0 0 0 0 0 0 0
201.955 0 0 0 0 0 540 133324 996000 0 0 0 0 0 0 0 0
