# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.009 2122.37 90.0334 29.9591 59.9703 4.51406 -5.58321 -3.91379 14.0625 15 14.0625 15.9444 1.06667 1 2012.99 0
160.037 2122.55 90.1554 29.8024 59.8668 4.34365 -5.86067 -3.46215 15 15 15 15.9448 1 1 2019.11 0
160.075 2122.41 90.3185 29.5718 59.7426 4.087 -6.18745 -2.81719 15 15 15 15.9445 1 1 2024.41 0
160.12 2122.53 90.4971 29.285 59.6283 3.72857 -6.55602 -2.05204 15 15 15 15.9448 1 1 2024.13 0
160.17 2122.58 90.6739 28.9518 59.5412 3.31465 -6.97256 -1.28907 14.0625 15.9375 15 15.9449 1.13333 1 2029.94 0
160.222 2122.7 90.8351 28.5803 59.4892 2.78285 -7.3978 -0.563612 14.0625 15 15.9375 15.9452 1.13333 1 2031.71 0
160.275 2122.89 90.9707 28.1744 59.4744 2.15029 -7.77841 0.112717 14.0625 15.9375 15.9375 15.9457 1.13333 1 2030.82 0
160.33 2123.03 91.0712 27.7428 59.496 1.3988 -8.09431 0.742004 14.0625 15.9375 15.9375 15.946 1.13333 1 2029.27 0
160.385 2123.23 91.1283 27.2926 59.5509 0.52619 -8.28299 1.28437 14.0625 15.9375 15.9375 15.9465 1.13333 1 2028.73 0
160.44 2123.46 91.1358 26.8293 59.6354 -0.433876 -8.36423 1.74317 14.0625 15.9375 15.9375 15.9471 1.13333 1 2028.83 0
160.496 2123.64 91.0884 26.3605 59.7433 -1.43558 -8.31719 2.07423 14.0625 15 15.9375 15.9475 1.13333 1 2024.73 0
160.552 2123.8 90.9838 25.8983 59.8661 -2.44779 -8.10757 2.25525 15 15 15.9375 15.9479 1.0625 1 2027.22 0
160.608 2124.01 90.8227 25.4507 59.9957 -3.43645 -7.79714 2.28835 15.9375 15 15.9375 15.9485 1.0625 1 2028.19 0
160.664 2124.24 90.6072 25.0231 60.1247 -4.37333 -7.35052 2.22663 15.9375 15 15 15.9491 1.0625 1 2031.48 0
160.72 2124.56 90.3409 24.6234 60.2477 -5.23618 -6.81647 2.07986 15.9375 15 15 15.9499 1.0625 1 2030.63 0
160.776 2124.81 90.0279 24.2545 60.3614 -6.04181 -6.23013 1.89304 15 14.0625 15 15.9505 1.06667 1 2030.58 0
160.832 2124.95 89.6723 23.9199 60.464 -6.75134 -5.58973 1.67578 15.9375 15 15 15.9508 1.0625 1 2032.46 0
160.888 2125.08 89.28 23.6228 60.5536 -7.34927 -4.92329 1.43114 15.9375 15 15 15.9512 1.0625 1 2029.05 0
160.944 2125.13 88.8561 23.3634 60.6296 -7.84633 -4.2385 1.18511 15.9375 14.0625 15.9375 15.9513 1.13333 1 2022.42 0
161 2125.21 88.4072 23.1424 60.6914 -8.24899 -3.53354 0.94784 15 15 15.9375 15.9515 1.0625 1 2027.57 0
161.056 2125.15 87.9354 22.9608 60.7395 -8.58336 -2.85083 0.697735 15 15 15.9375 15.9513 1.0625 1 2029.3 0
161.112 2125 87.446 22.8191 60.7735 -8.85646 -2.12695 0.457964 15 15 16.875 15.951 1.125 1 2030.93 0
161.169 2124.91 86.9435 22.7171 60.7933 -9.06 -1.41641 0.206058 14.0625 15.9375 16.875 15.9507 1.2 1 2029 0
161.225 2124.78 86.4305 22.6561 60.7985 -9.21757 -0.679048 -0.0608866 14.0625 15.9375 16.875 15.9504 1.2 1 2028.59 0
161.281 2124.73 85.9117 22.6369 60.7885 -9.26855 0.0675037 -0.343984 13.125 15.9375 16.875 15.9503 1.28571 1 2033.19 0
161.337 2124.88 85.3895 22.6598 60.7618 -9.27215 0.820406 -0.633165 12.1875 15.9375 16.875 15.9507 1.38462 1 2031.96 0
161.393 2124.93 84.8697 22.7251 60.7172 -9.18678 1.58074 -0.962906 13.125 15.9375 16.875 15.9508 1.28571 1 2030.94 0
161.449 2124.88 84.3564 22.8331 60.6538 -9.00123 2.30841 -1.29472 12.1875 15.9375 16.875 15.9507 1.38462 1 2025.07 0
161.506 2124.7 83.8568 22.9808 60.572 -8.70659 3.00218 -1.60474 13.125 15 16.875 15.9502 1.28571 1 2031.61 0
161.562 2124.51 83.3754 23.1662 60.4736 -8.32176 3.63437 -1.87476 13.125 15 16.875 15.9497 1.28571 1 2028.06 0
161.618 2124.44 82.9186 23.3864 60.3603 -7.85432 4.1966 -2.11624 13.125 14.0625 16.875 15.9496 1.28571 1 2030.39 0
161.674 2124.29 82.4916 23.6367 60.2344 -7.25616 4.70611 -2.32195 14.0625 15 16.875 15.9492 1.2 1 2023.48 0
161.73 2124.32 82.0994 23.9134 60.0977 -6.58919 5.12074 -2.49012 14.0625 15 17.8125 15.9493 1.26667 1 2020.11 0
161.787 2124.11 81.746 24.2119 59.9515 -5.85979 5.44114 -2.63423 14.0625 14.0625 17.8125 15.9487 1.26667 1 2027.19 0
161.843 2124.21 81.4347 24.525 59.7981 -5.11339 5.6433 -2.74967 15 14.0625 16.875 15.949 1.2 1 2026.82 0
161.899 2124.1 81.1661 24.8481 59.639 -4.35818 5.74739 -2.82195 15 13.125 16.875 15.9487 1.28571 1 2024.54 0
161.955 2123.86 80.9386 25.1747 59.4768 -3.62257 5.7476 -2.84845 15.9375 14.0625 16.875 15.9481 1.2 1 2027.38 0
162.011 2123.69 80.7525 25.4979 59.3133 -2.91264 5.65492 -2.85136 15.9375 14.0625 15.9375 15.9477 1.13333 1 2024.31 0
162.067 2123.6 80.605 25.8137 59.1498 -2.24687 5.46067 -2.83427 15.9375 14.0625 15.9375 15.9474 1.13333 1 2024.18 0
162.124 2123.56 80.4936 26.1169 58.9887 -1.62327 5.17559 -2.76599 15 14.0625 15.9375 15.9473 1.13333 1 2022.11 0
162.18 2123.39 80.4168 26.401 58.8326 -1.04064 4.80315 -2.65501 15 14.0625 15.9375 15.9469 1.13333 1 2025.89 0
162.236 2123.22 80.3719 26.6619 58.6845 -0.497146 4.34573 -2.47848 15 14.0625 15 15.9465 1.06667 1 2027.88 0
162.292 2123.19 80.3564 26.8957 58.5481 0.00124746 3.82054 -2.24258 15 15 15 15.9464 1 1 2022.09 0
