# i t cells coeurs_suggere(~100k/coeur)
13960 160.009 1048048 11
13980 160.17 1048986 11
14000 160.385 1052129 11
14020 160.608 1051639 11
14040 160.832 1049154 11
14060 161.056 1044226 11
14080 161.281 1040915 11
14100 161.506 1035042 11
14120 161.73 1029393 11
14140 161.955 1024367 11
14160 162.18 1021427 11
14180 162.404 1019201 11
14200 162.629 1019131 11
14220 162.854 1019460 11
14240 163.079 1021560 11
14260 163.303 1024500 11
14280 163.528 1026579 11
14300 163.753 1028168 11
14320 163.978 1029491 11
14340 164.202 1030436 11
14360 164.427 1034412 11
14380 164.652 1036946 11
14400 164.876 1042147 11
14420 165.101 1049546 11
14440 165.326 1054446 11
14460 165.551 1058002 11
14480 165.775 1058205 11
14500 166 1056126 11
14520 166.225 1052136 11
14540 166.449 1047936 11
14560 166.674 1045780 11
14580 166.899 1041979 11
14600 167.124 1040866 11
14620 167.348 1041363 11
14640 167.573 1038941 11
14660 167.798 1039606 11
14680 168.022 1035721 11
14700 168.247 1031367 11
14720 168.472 1027440 11
14740 168.697 1025011 11
14760 168.921 1022715 11
14780 169.146 1019397 11
14800 169.371 1014784 11
14820 169.596 1010087 11
14840 169.82 1007518 11
14860 170.045 1005803 11
14880 170.27 1007826 11
14900 170.494 1009793 11
14920 170.719 1013489 11
14940 170.944 1015302 11
14960 171.169 1016905 11
14980 171.393 1017108 11
15000 171.618 1019873 11
15020 171.843 1018753 11
15040 172.067 1020209 11
15060 172.292 1023338 11
15080 172.517 1024178 11
15100 172.742 1024234 11
15120 172.966 1023478 11
15140 173.191 1025130 11
15160 173.416 1023499 11
15180 173.64 1024010 11
15200 173.865 1026257 11
15220 174.09 1027853 11
15240 174.314 1030422 11
15260 174.539 1031045 11
15280 174.764 1035112 11
15300 174.989 1037037 11
15320 175.213 1041790 11
15340 175.438 1046459 11
15360 175.663 1048104 11
15380 175.888 1048713 11
15400 176.112 1048006 11
15420 176.337 1050414 11
15440 176.562 1056399 11
15460 176.787 1061810 11
15480 177.011 1066444 11
15500 177.236 1072730 11
15520 177.461 1073416 11
15540 177.685 1068635 11
15560 177.91 1066689 11
15580 178.135 1068173 11
15600 178.36 1070917 11
15620 178.584 1075425 11
15640 178.809 1078393 11
15660 179.034 1080976 11
15680 179.258 1084756 11
15700 179.483 1089187 11
15720 179.708 1087493 11
15740 179.933 1085869 11
15760 180.157 1082166 11
15780 180.382 1080304 11
15800 180.607 1080220 11
15820 180.831 1081641 11
15840 181.056 1078589 11
15860 181.281 1075859 11
15880 181.506 1073479 11
15900 181.73 1072464 11
15920 181.955 1070847 11
15940 182.18 1073164 11
15960 182.404 1075908 11
15980 182.629 1079436 11
16000 182.854 1083062 11
16020 183.079 1086429 11
16040 183.303 1083475 11
16060 183.528 1083167 11
16080 183.753 1079149 11
16100 183.978 1075859 11
16120 184.202 1076097 11
16140 184.427 1073696 11
16160 184.652 1071302 11
16180 184.876 1072429 11
16200 185.101 1071603 11
16220 185.326 1073269 11
16240 185.551 1077329 11
16260 185.775 1079233 11
16280 186 1079275 11
16300 186.225 1075600 11
16320 186.449 1074060 11
16340 186.674 1075313 11
16360 186.899 1074907 11
16380 187.124 1074193 11
16400 187.348 1073892 11
16420 187.573 1070280 11
16440 187.798 1065961 11
16460 188.022 1062965 11
16480 188.247 1057071 11
16500 188.472 1050008 11
16520 188.697 1047950 11
16540 188.921 1048629 11
16560 189.146 1048972 11
16580 189.371 1050554 11
16600 189.596 1055314 11
16620 189.82 1057617 11
16640 190.045 1057211 11
16660 190.27 1056392 11
16680 190.494 1052647 11
16700 190.719 1053340 11
16720 190.944 1053039 11
16740 191.169 1052556 11
16760 191.393 1051002 11
16780 191.618 1053515 11
16800 191.843 1054054 11
16820 192.067 1055790 11
16840 192.292 1058660 11
16860 192.517 1056462 11
16880 192.742 1056007 11
16900 192.966 1057022 11
16920 193.191 1059528 11
16940 193.416 1060564 11
16960 193.64 1064309 11
16980 193.865 1065520 11
17000 194.09 1067431 11
17020 194.315 1070056 11
17040 194.539 1076979 11
17060 194.764 1085673 11
17080 194.989 1089901 11
17100 195.213 1091035 11
17120 195.438 1093814 11
17140 195.663 1095753 11
17160 195.888 1097335 11
17180 196.112 1101521 12
17200 196.337 1107156 12
17220 196.562 1107940 12
17240 196.787 1109550 12
17260 197.011 1112406 12
17280 197.236 1116711 12
17300 197.461 1118482 12
