# label z_c u_bulle uz_domaine c1 c2 c3 c4 h1 h2 h3 h4 f1 f2 f3 f4 Vb
# c=cone_sup h=hemisphere f=coquille ; bandes r/D=[1,1.5][1.5,2][2,2.5][2.5,3] ; STOCKE (repere mobile)
161.00 63.3821 3.77676 -3.42312 -1.31849 -1.83773 -2.45816 -2.90463 -2.03149 -2.53395 -2.64974 -3.04297 -2.31212 -2.49095 -2.64272 -3.1931 2124.05
162.00 67.3675 3.34162 -7.38665 -4.04471 -5.7371 -6.48158 -7.00034 -6.05372 -6.63632 -6.59335 -7.03356 -6.1123 -6.58408 -6.6302 -7.07695 2124.98
163.00 69.8441 2.46838 -9.83615 -6.33649 -8.55689 -9.13249 -9.56333 -8.5598 -9.19301 -9.27797 -9.79778 -8.47137 -8.81144 -9.06812 -9.61209 2126.84
164.00 71.3674 -0.0542588 -11.3229 -9.62562 -10.6847 -10.7523 -11.0098 -10.6919 -10.875 -11.0153 -11.301 -10.3709 -10.1226 -10.3382 -10.9522 2127.2
165.00 69.6793 -3.25439 -9.60684 -9.1391 -9.40418 -9.44801 -9.76473 -9.66741 -9.58086 -9.27929 -9.37593 -9.103 -8.64785 -8.42693 -8.89274 2124.81
166.00 66.3815 -2.64835 -6.33535 -6.09843 -6.50655 -6.99289 -6.72995 -6.69661 -6.57301 -6.14271 -5.81323 -6.3032 -5.76109 -5.29632 -5.3443 2121.67
167.00 64.7399 -0.372201 -4.72692 -4.0583 -5.29652 -5.46426 -4.92918 -4.96479 -5.1286 -4.62296 -4.06853 -4.95635 -4.40833 -3.98068 -3.66474 2119.96
168.00 65.685 2.11151 -5.68941 -5.14064 -6.51109 -5.88695 -5.36835 -6.08159 -6.19921 -5.35065 -5.04268 -6.07641 -5.83365 -5.02521 -4.70945 2118.72
169.00 68.2263 2.43186 -8.21791 -8.85818 -8.3517 -7.78486 -7.44292 -9.10978 -8.29343 -7.81135 -7.91035 -8.67179 -8.26847 -7.86686 -7.66493 2118.5
170.00 69.7668 0.258399 -9.72016 -9.23331 -8.80559 -8.73594 -8.83206 -9.47134 -9.67911 -9.55419 -9.56998 -9.79753 -9.79713 -9.57071 -9.71518 2117.86
171.00 69.3145 -0.661646 -9.24596 -7.65473 -8.09431 -8.60682 -8.45451 -8.99269 -9.55364 -9.50042 -9.37967 -9.49455 -9.82108 -9.53216 -9.44102 2115.41
172.00 68.6481 -0.597638 -8.56853 -7.35297 -8.38045 -8.35884 -8.23219 -8.86409 -9.24813 -9.18735 -8.93401 -9.47055 -9.68526 -9.4823 -8.90395 2113.45
