# t V_complet V_tronque w_complet w_tronque xc yc zc n_regions
# recalcul a posteriori par src/diag_volume.c (sommes completes)
161.00 2124.2112 2031.2965 3.607857 3.810895 27.7970 90.9314 62.4005 1
166.00 2128.6566 2031.8341 0.212155 0.539855 33.6255 85.3989 71.4275 1
171.00 2133.7468 2037.6440 -0.332145 -0.014344 33.0155 99.0905 71.5255 1
176.00 2127.9705 2028.2807 0.300156 0.610027 27.8900 88.0161 73.1841 1
181.00 2129.4790 2034.4079 -1.811523 -1.525345 34.9573 97.3981 71.2782 1
186.00 2127.7670 2019.0099 0.072065 0.414656 25.0361 93.2808 72.2071 1
191.00 2133.6384 2032.9652 0.239239 0.600058 45.4285 90.5073 74.1360 1
196.00 2132.8745 2036.6867 -0.077495 0.238107 28.0919 107.1822 73.6062 1
201.00 2133.8798 2033.7327 -0.176148 0.158285 29.3997 0.4765 71.5134 1
206.00 2133.6696 2039.2051 -0.012391 0.320614 20.3757 18.0120 71.4338 1
211.00 2136.4114 2040.2252 0.099362 0.427444 24.0256 26.2086 71.8184 1
216.00 2138.1156 2039.9954 0.308452 0.654928 28.6232 22.4490 74.3895 1
221.00 2135.2877 2034.8468 -0.697118 -0.361646 19.6737 23.8997 73.3529 1
226.00 2134.1015 2032.4681 -0.043195 0.303368 22.5940 13.2724 75.4290 1
231.00 2132.8954 2030.6734 -0.666888 -0.314359 10.2413 21.1584 73.1212 1
236.00 2133.0301 2033.6747 0.931880 1.276288 19.5097 14.1224 75.2430 1
241.00 2132.4083 2035.4470 -0.239391 0.105110 10.6075 11.6479 74.2967 1
246.00 2136.7268 2034.9741 0.482701 0.833305 28.7671 8.0562 74.8258 1
251.00 2137.6049 2039.3665 0.446944 0.800848 31.3538 2.1921 74.8833 1
256.00 2138.7253 2038.8584 0.152819 0.486582 49.3986 13.1494 74.7409 1
261.00 2140.7838 2042.4451 -2.176882 -1.889134 51.3829 24.2615 75.3644 1
266.00 2139.8278 2046.7599 0.938530 1.237518 19.7303 36.1501 72.4832 1
271.00 2139.4544 2040.8922 -0.312518 0.019051 12.5488 40.8618 73.6870 1
276.00 2132.6325 2034.2001 0.017723 0.354317 5.9373 18.3157 74.2784 1
