# t frame_uz frame_z ub_dans_repere
160.001 0.000139909 1.44088e-07 0.135852
160.019 0.0316697 0.000338763 1.80985
160.051 0.0920345 0.00252671 1.91399
160.092 0.175069 0.00838565 2.07628
160.14 0.280251 0.0195646 2.3471
160.19 0.410271 0.0375845 2.73817
160.243 0.57082 0.0641868 3.26968
160.297 0.768441 0.101214 3.94087
160.352 1.01084 0.151226 4.74112
160.407 1.2998 0.216076 5.60809
160.463 1.64318 0.300153 6.47384
160.519 2.03171 0.404993 7.23268
160.575 2.45764 0.532879 7.83444
160.629 2.8957 0.680272 8.21083
160.682 3.3345 0.846942 8.35917
160.735 3.77729 1.03803 8.30182
160.788 4.20804 1.2523 7.95952
160.841 4.6131 1.48867 7.38962
160.894 4.98189 1.74542 6.6355
160.947 5.30763 2.02038 5.80205
161 5.58798 2.31119 4.93388
161.051 5.81345 2.60059 4.14826
161.103 6.00785 2.91436 3.37039
161.157 6.16557 3.24423 2.6299
161.212 6.28642 3.58664 1.92548
161.268 6.37116 3.93834 1.27439
161.323 6.422 4.29359 0.687364
161.379 6.4428 4.65064 0.177245
161.434 6.43831 5.00798 -0.234719
161.49 6.41461 5.3644 -0.545187
161.545 6.37591 5.719 -0.789396
161.601 6.32533 6.07104 -0.985833
161.656 6.26516 6.41995 -1.14619
161.712 6.19725 6.76525 -1.26992
161.767 6.12359 7.10659 -1.36137
161.822 6.04583 7.4437 -1.4254
161.878 5.96542 7.7764 -1.4618
161.933 5.88393 8.1046 -1.47227
161.989 5.80316 8.42829 -1.44992
162.045 5.7226 8.75078 -1.42838
162.101 5.64396 9.06961 -1.38157
162.157 5.56826 9.38412 -1.32204
162.213 5.49647 9.6945 -1.24794
162.27 5.4299 10.001 -1.14231
162.326 5.36937 10.304 -1.02449
162.382 5.31632 10.6038 -0.882381
162.438 5.27271 10.901 -0.699748
162.494 5.2405 11.1961 -0.485312
162.551 5.22143 11.4898 -0.233924
162.607 5.21764 11.7829 0.0513342
162.663 5.23045 12.0764 0.354427
162.719 5.26207 12.3712 0.704779
162.775 5.31459 12.6685 1.09237
162.831 5.38993 12.9695 1.51375
162.888 5.49006 13.2756 1.96687
162.944 5.61661 13.5881 2.44587
163 5.77095 13.9088 2.95225
163.056 5.95324 14.2367 3.47779
163.112 6.16509 14.576 4.00443
163.168 6.40629 14.9306 4.4756
163.224 6.67406 15.2998 4.94325
163.28 6.96564 15.6848 5.33649
163.337 7.27606 16.0868 5.634
163.393 7.60008 16.5068 5.8324
163.448 7.92623 16.9386 5.91155
163.503 8.25193 17.3868 5.87396
163.559 8.57085 17.8528 5.69511
163.614 8.87581 18.336 5.39959
163.669 9.16114 18.8354 4.995
163.724 9.42111 19.3497 4.5118
163.779 9.65145 19.8773 3.94133
163.834 9.84612 20.4102 3.31057
163.886 9.99806 20.9265 2.6653
163.938 10.116 21.4496 2.00686
163.99 10.1982 21.9777 1.29625
164.044 10.2444 22.5386 0.539708
164.1 10.2487 23.1095 -0.233257
164.156 10.2095 23.6848 -0.999949
164.213 10.1279 24.2564 -1.74467
164.269 10.0061 24.8221 -2.44207
164.325 9.84743 25.3797 -3.07269
164.381 9.6552 25.9271 -3.63531
164.438 9.43381 26.4628 -4.1259
164.494 9.18683 26.9852 -4.55387
164.55 8.91803 27.4929 -4.91926
164.606 8.63055 27.9848 -5.22926
