# t frame_uz frame_z ub_dans_repere
160.001 -1.53922e-05 -1.5852e-08 -0.0149459
160.019 -0.00158136 -1.99166e-05 -0.0495103
160.051 0.00188147 -2.61349e-05 0.212631
160.092 0.0181423 0.000417108 0.504965
160.14 0.0508019 0.00214014 0.819951
160.19 0.101724 0.00618502 1.13708
160.243 0.171414 0.0136903 1.44019
160.297 0.258589 0.0256893 1.73046
160.352 0.362436 0.0432547 1.99459
160.407 0.480129 0.0669881 2.23825
160.463 0.612986 0.0982711 2.45875
160.519 0.756767 0.137367 2.64082
160.575 0.910391 0.184845 2.80995
160.631 1.07246 0.241213 2.95066
160.687 1.24166 0.306898 3.0701
160.743 1.41688 0.382261 3.16757
160.798 1.59642 0.467586 3.23228
160.854 1.77989 0.563094 3.30371
160.91 1.96651 0.66898 3.35181
160.966 2.1551 0.785382 3.38116
161.022 2.34537 0.912586 3.40283
161.079 2.53687 1.0508 3.41178
161.135 2.72856 1.19978 3.41225
161.191 2.9201 1.35953 3.40441
161.247 3.11081 1.53002 3.38772
161.303 3.30059 1.71118 3.37117
161.36 3.48921 1.90297 3.3478
161.416 3.67613 2.1053 3.31126
161.472 3.86071 2.31806 3.26909
161.528 4.04318 2.54111 3.23427
161.584 4.2231 2.77434 3.18169
161.64 4.40028 3.01757 3.13603
161.697 4.57483 3.27068 3.08622
161.753 4.74642 3.53349 3.03315
161.809 4.91465 3.80583 2.9673
161.865 5.07877 4.08748 2.8925
161.921 5.2391 4.37823 2.82578
161.978 5.39551 4.67785 2.75237
162.034 5.54754 4.98611 2.67539
162.09 5.69517 5.30277 2.59367
162.146 5.83819 5.62757 2.51186
162.202 5.97627 5.96023 2.42434
162.258 6.10956 6.30049 2.33693
162.315 6.23788 6.64807 2.25407
162.371 6.36187 7.00271 2.17373
162.427 6.4812 7.36417 2.09192
162.483 6.59606 7.73217 2.01285
162.539 6.70653 8.10648 1.93612
162.596 6.81241 8.48684 1.84876
162.652 6.91342 8.87299 1.76652
