# t dissipation energy Reynolds eta
76.001 1.27667 14.5107 24.5537 1.47642
76.003 1.26993 14.5052 24.6094 1.47837
76.0077 1.26963 14.5033 24.6091 1.47846
76.0148 1.26927 14.5002 24.6074 1.47857
76.0242 1.26877 14.4961 24.6053 1.47871
76.0357 1.26808 14.4908 24.603 1.47891
76.0489 1.26732 14.4849 24.6002 1.47914
76.0637 1.26653 14.4783 24.5967 1.47937
76.0802 1.26563 14.4709 24.5929 1.47963
76.0979 1.26463 14.4628 24.5889 1.47992
76.1171 1.26357 14.4541 24.5844 1.48023
76.1371 1.26246 14.4451 24.5798 1.48056
76.1582 1.26126 14.4356 24.5754 1.48091
76.1803 1.26001 14.4255 24.5703 1.48128
76.2031 1.25874 14.4151 24.5651 1.48165
76.2265 1.25745 14.4045 24.5596 1.48203
76.2507 1.25608 14.3935 24.5542 1.48243
76.2757 1.25465 14.3821 24.5488 1.48286
76.3015 1.2532 14.3704 24.5428 1.48328
76.3274 1.25174 14.3587 24.5372 1.48372
76.3543 1.2502 14.3465 24.5314 1.48417
76.3812 1.24861 14.3342 24.5261 1.48465
76.4081 1.24717 14.3223 24.5198 1.48507
76.4363 1.24558 14.3096 24.5138 1.48555
76.4645 1.244 14.297 24.5077 1.48602
76.4927 1.24245 14.2844 24.5014 1.48648
76.5209 1.24084 14.2719 24.4957 1.48696
76.549 1.23932 14.2595 24.4895 1.48742
76.5772 1.23778 14.2471 24.4834 1.48788
76.6054 1.23621 14.2346 24.4775 1.48835
76.6336 1.23473 14.2224 24.4711 1.4888
76.6618 1.23329 14.2102 24.4645 1.48923
76.69 1.23178 14.198 24.4584 1.48969
76.7182 1.23027 14.1858 24.4523 1.49015
76.7463 1.22871 14.1734 24.4466 1.49062
76.7745 1.22713 14.1611 24.441 1.4911
76.8027 1.22557 14.1488 24.4354 1.49158
76.8309 1.22408 14.1368 24.4294 1.49203
76.8591 1.2226 14.1247 24.4234 1.49248
76.8873 1.22101 14.1125 24.4182 1.49297
76.9154 1.21948 14.1005 24.4126 1.49343
76.9436 1.21802 14.0885 24.4066 1.49388
76.9718 1.21655 14.0767 24.4007 1.49433
77 1.21507 14.0647 24.3949 1.49479
77.0312 1.21337 14.0513 24.3887 1.49531
77.0625 1.21179 14.0382 24.3819 1.4958
77.0938 1.21013 14.025 24.3755 1.49631
77.125 1.2085 14.0118 24.3691 1.49682
77.1562 1.20688 13.9988 24.3628 1.49732
77.1875 1.20525 13.9858 24.3565 1.49782
77.2188 1.20371 13.9728 24.3496 1.4983
77.25 1.20219 13.9601 24.3427 1.49878
77.2812 1.20057 13.9472 24.3366 1.49928
77.3125 1.199 13.9343 24.3301 1.49977
77.3438 1.19746 13.9216 24.3235 1.50025
77.375 1.19592 13.9089 24.3169 1.50073
77.4062 1.19437 13.8961 24.3104 1.50122
77.4375 1.19275 13.8833 24.3043 1.50173
77.4688 1.19127 13.8707 24.2975 1.5022
77.5 1.18973 13.8581 24.2912 1.50268
77.5312 1.18825 13.8456 24.2844 1.50315
77.5625 1.18679 13.8331 24.2773 1.50361
77.5938 1.18527 13.8206 24.2708 1.50409
77.625 1.18384 13.8082 24.2638 1.50455
77.6562 1.18234 13.7958 24.2574 1.50502
77.6875 1.18084 13.7834 24.251 1.5055
77.7188 1.1794 13.7711 24.2441 1.50596
77.75 1.17799 13.7589 24.2371 1.50641
77.7812 1.17649 13.7466 24.2309 1.50689
77.8125 1.17507 13.7345 24.2242 1.50735
77.8438 1.17368 13.7224 24.2171 1.50779
77.875 1.17231 13.7103 24.2099 1.50823
77.9062 1.17092 13.6982 24.203 1.50868
77.9375 1.16953 13.6863 24.1962 1.50913
77.9688 1.16816 13.6743 24.1892 1.50957
78 1.16683 13.6624 24.182 1.51
78.0312 1.16549 13.6505 24.1749 1.51044
78.0625 1.16417 13.6387 24.1675 1.51086
78.0938 1.16281 13.6268 24.1606 1.51131
78.125 1.1616 13.6153 24.1527 1.5117
78.1562 1.16029 13.6035 24.1455 1.51212
78.1875 1.15898 13.5919 24.1384 1.51255
78.2188 1.15774 13.5804 24.131 1.51296
78.25 1.15639 13.5687 24.1243 1.5134
78.2812 1.15508 13.5572 24.1175 1.51383
78.3125 1.15374 13.5455 24.1108 1.51427
78.3438 1.15251 13.5341 24.1033 1.51467
78.375 1.15119 13.5225 24.0964 1.5151
78.4062 1.14991 13.5111 24.0894 1.51553
78.4375 1.14859 13.4996 24.0828 1.51596
78.4688 1.14736 13.4882 24.0754 1.51637
78.5 1.1461 13.477 24.0685 1.51678
78.5312 1.14492 13.4657 24.0608 1.51717
78.5625 1.14371 13.4545 24.0535 1.51758
78.5938 1.14247 13.4433 24.0465 1.51799
78.625 1.14128 13.4321 24.039 1.51838
78.6562 1.14011 13.421 24.0314 1.51877
78.6875 1.13885 13.4098 24.0247 1.51919
78.7188 1.1377 13.3988 24.0171 1.51958
78.75 1.13651 13.3878 24.0099 1.51997
78.7812 1.13533 13.3768 24.0026 1.52037
78.8125 1.13415 13.3658 23.9954 1.52077
78.8438 1.13298 13.3548 23.9879 1.52116
78.875 1.13181 13.3439 23.9808 1.52155
78.9062 1.13061 13.3329 23.9738 1.52195
78.9375 1.12947 13.3221 23.9664 1.52234
78.9688 1.12841 13.3115 23.9585 1.52269
79 1.12728 13.3007 23.9511 1.52308
79.0312 1.12624 13.2901 23.9431 1.52343
79.0625 1.12516 13.2794 23.9353 1.52379
79.0938 1.12411 13.2689 23.9275 1.52415
79.125 1.12303 13.2583 23.9199 1.52452
79.1562 1.12191 13.2477 23.9127 1.52489
79.1875 1.12083 13.2371 23.9052 1.52526
79.2188 1.1198 13.2267 23.8974 1.52561
79.25 1.11872 13.2163 23.89 1.52598
79.2812 1.11767 13.2059 23.8824 1.52634
79.3125 1.11659 13.1954 23.8749 1.52671
79.3438 1.11558 13.185 23.867 1.52706
79.375 1.11456 13.1747 23.8593 1.5274
79.4062 1.11354 13.1645 23.8516 1.52775
79.4375 1.11251 13.1541 23.844 1.52811
79.4688 1.11157 13.144 23.8356 1.52843
79.5 1.11059 13.1338 23.8277 1.52877
79.5312 1.10961 13.1236 23.8198 1.52911
79.5625 1.10863 13.1135 23.8118 1.52944
79.5938 1.10767 13.1033 23.8037 1.52977
79.625 1.10667 13.0932 23.7961 1.53012
79.6562 1.10579 13.0833 23.7876 1.53042
79.6875 1.10487 13.0733 23.7793 1.53074
79.7188 1.10391 13.0633 23.7714 1.53107
79.75 1.10299 13.0533 23.7632 1.53139
79.7812 1.10208 13.0435 23.7549 1.53171
79.8125 1.10121 13.0337 23.7466 1.53201
79.8438 1.10025 13.0238 23.7389 1.53235
79.875 1.09931 13.0139 23.731 1.53267
79.9062 1.09835 13.004 23.7233 1.53301
79.9375 1.09751 12.9944 23.7148 1.5333
79.9688 1.09656 12.9846 23.7072 1.53363
80 1.0956 12.9748 23.6997 1.53397
80.0312 1.09481 12.9653 23.6909 1.53424
80.0625 1.09393 12.9557 23.6829 1.53455
80.0938 1.09309 12.9462 23.6746 1.53485
80.125 1.09222 12.9367 23.6666 1.53515
