# t dissipation energy Reynolds eta
160.001 0.635834 9.85912 23.6393 1.75749
160.003 0.62141 9.85448 23.9008 1.7676
160.008 0.620058 9.85342 23.9243 1.76857
160.015 0.618303 9.85317 23.9576 1.76982
160.024 0.617255 9.85305 23.9776 1.77057
160.036 0.616717 9.85285 23.9876 1.77096
160.049 0.61638 9.85268 23.9937 1.7712
160.064 0.616133 9.8525 23.9981 1.77138
160.08 0.615966 9.85234 24.001 1.7715
160.098 0.615847 9.85223 24.003 1.77158
160.117 0.61582 9.8522 24.0035 1.7716
160.137 0.615853 9.85225 24.003 1.77158
160.158 0.616038 9.85236 23.9996 1.77144
160.18 0.616266 9.85246 23.9954 1.77128
160.203 0.616608 9.85269 23.9893 1.77104
160.227 0.617056 9.853 23.9814 1.77071
160.251 0.617555 9.85333 23.9725 1.77036
160.276 0.618124 9.85375 23.9625 1.76995
160.302 0.618761 9.85431 23.9515 1.76949
160.327 0.619392 9.85489 23.9407 1.76904
160.354 0.62001 9.85558 23.9304 1.7686
160.381 0.620632 9.85635 23.9203 1.76816
160.408 0.621125 9.85698 23.9124 1.76781
160.436 0.621552 9.85765 23.9058 1.7675
160.464 0.622004 9.85845 23.899 1.76718
160.493 0.622375 9.85905 23.8934 1.76692
160.521 0.622693 9.8596 23.8886 1.76669
160.549 0.62308 9.86028 23.8828 1.76642
160.577 0.623342 9.86084 23.8791 1.76623
160.605 0.623568 9.86135 23.876 1.76607
160.634 0.623746 9.86198 23.8742 1.76595
160.662 0.623868 9.86257 23.8733 1.76586
160.69 0.624083 9.86309 23.8704 1.76571
160.718 0.624317 9.86362 23.8672 1.76554
160.746 0.624642 9.86425 23.8625 1.76531
160.775 0.624889 9.86478 23.8591 1.76514
160.803 0.62514 9.86528 23.8555 1.76496
160.831 0.625287 9.86567 23.8537 1.76486
160.859 0.625471 9.8662 23.8514 1.76473
160.887 0.62554 9.86658 23.851 1.76468
160.915 0.625756 9.86711 23.8482 1.76453
160.944 0.626062 9.8677 23.8438 1.76431
160.972 0.626464 9.86852 23.8381 1.76403
161 0.626878 9.86939 23.8323 1.76374
161.031 0.627207 9.86996 23.8275 1.76351
161.062 0.627361 9.8703 23.8254 1.7634
161.094 0.627568 9.87066 23.8223 1.76325
161.125 0.627736 9.87103 23.82 1.76313
161.156 0.627889 9.87138 23.818 1.76303
161.188 0.628042 9.87182 23.8161 1.76292
161.219 0.628144 9.87234 23.8154 1.76285
161.25 0.628109 9.87233 23.8161 1.76287
161.281 0.62816 9.87231 23.815 1.76284
161.312 0.628353 9.87238 23.8116 1.7627
161.344 0.628612 9.87256 23.8071 1.76252
161.375 0.628981 9.87288 23.8009 1.76226
161.406 0.629314 9.8731 23.7951 1.76203
161.438 0.629521 9.87322 23.7915 1.76188
161.469 0.62979 9.87363 23.7874 1.76169
161.5 0.630125 9.87386 23.7816 1.76146
161.531 0.630374 9.87392 23.7771 1.76129
161.562 0.630439 9.87367 23.7753 1.76124
161.594 0.63073 9.87356 23.7695 1.76104
161.625 0.63126 9.87384 23.7602 1.76067
161.656 0.631611 9.87395 23.7539 1.76042
161.688 0.632143 9.87429 23.7447 1.76005
161.719 0.632574 9.87448 23.737 1.75975
161.75 0.633007 9.87475 23.7296 1.75945
161.781 0.633427 9.87508 23.7225 1.75916
161.812 0.633577 9.87488 23.7192 1.75906
161.844 0.633577 9.87475 23.7189 1.75906
161.875 0.633723 9.87486 23.7164 1.75895
161.906 0.633701 9.87481 23.7167 1.75897
161.938 0.633536 9.87439 23.7188 1.75909
161.969 0.63351 9.87407 23.7185 1.7591
162 0.633746 9.87421 23.7144 1.75894
162.031 0.634144 9.87431 23.7072 1.75866
162.062 0.634437 9.87419 23.7015 1.75846
162.094 0.634662 9.87412 23.6971 1.7583
162.125 0.63488 9.87416 23.6931 1.75815
162.156 0.635064 9.87402 23.6894 1.75803
162.188 0.634834 9.87323 23.6918 1.75819
162.219 0.634603 9.87241 23.6941 1.75834
162.25 0.63461 9.87213 23.6933 1.75834
162.281 0.63471 9.87194 23.691 1.75827
162.312 0.634724 9.87159 23.6899 1.75826
162.344 0.63502 9.87158 23.6843 1.75806
162.375 0.635175 9.87112 23.6803 1.75795
162.406 0.635166 9.87016 23.6782 1.75796
162.438 0.634934 9.86925 23.6803 1.75812
162.469 0.634605 9.86836 23.6843 1.75834
162.5 0.634353 9.86763 23.6873 1.75852
162.531 0.634178 9.86678 23.6885 1.75864
162.562 0.633959 9.86579 23.6902 1.75879
162.594 0.63377 9.86474 23.6912 1.75892
162.625 0.633768 9.86386 23.6892 1.75892
162.656 0.633576 9.86273 23.69 1.75906
162.688 0.63352 9.86193 23.6892 1.7591
162.719 0.633503 9.86146 23.6883 1.75911
162.75 0.633417 9.86083 23.6884 1.75917
162.781 0.633512 9.86032 23.6854 1.7591
162.812 0.633571 9.85955 23.6825 1.75906
162.844 0.63328 9.85844 23.6853 1.75926
162.875 0.633223 9.85754 23.6842 1.7593
162.906 0.633475 9.85724 23.6787 1.75913
162.938 0.633522 9.85681 23.6768 1.75909
162.969 0.633901 9.85674 23.6696 1.75883
163 0.634018 9.85626 23.6662 1.75875
163.031 0.634205 9.85575 23.6615 1.75862
163.062 0.634191 9.8551 23.6602 1.75863
163.094 0.634262 9.85457 23.6576 1.75858
163.125 0.634334 9.85412 23.6552 1.75853
163.156 0.63439 9.85358 23.6529 1.75849
163.188 0.634413 9.85296 23.651 1.75848
163.219 0.634093 9.85182 23.6542 1.7587
163.25 0.633799 9.85077 23.6571 1.7589
163.281 0.633573 9.84966 23.6587 1.75906
163.312 0.63333 9.84869 23.6609 1.75923
163.344 0.63345 9.84825 23.6576 1.75914
163.375 0.633636 9.84785 23.6532 1.75902
163.406 0.633884 9.84733 23.6473 1.75884
163.438 0.634135 9.84683 23.6414 1.75867
163.469 0.634107 9.84615 23.6403 1.75869
163.5 0.633841 9.84534 23.6433 1.75887
163.531 0.633763 9.84477 23.6434 1.75893
163.562 0.633874 9.84447 23.6406 1.75885
163.594 0.633856 9.84383 23.6394 1.75886
163.625 0.633946 9.84325 23.6364 1.7588
163.656 0.633835 9.84232 23.6362 1.75888
163.688 0.633646 9.84137 23.6374 1.75901
163.719 0.633653 9.84087 23.6361 1.759
163.75 0.633878 9.84072 23.6316 1.75885
163.781 0.63379 9.84001 23.6315 1.75891
163.812 0.633855 9.83918 23.6283 1.75886
163.844 0.634052 9.83879 23.6237 1.75873
163.875 0.634032 9.83813 23.6224 1.75874
163.906 0.63392 9.8373 23.6225 1.75882
163.938 0.633905 9.8368 23.6216 1.75883
163.969 0.634067 9.83674 23.6185 1.75872
164 0.634203 9.83653 23.6154 1.75862
164.031 0.634368 9.83635 23.6119 1.75851
164.062 0.634523 9.83584 23.6078 1.7584
164.094 0.634831 9.83552 23.6013 1.75819
164.125 0.635042 9.83532 23.5969 1.75804
164.156 0.634972 9.83488 23.5971 1.75809
164.188 0.634937 9.8347 23.5974 1.75811
164.219 0.635075 9.83505 23.5956 1.75802
164.25 0.635106 9.83483 23.5946 1.758
164.281 0.635277 9.83464 23.5909 1.75788
164.312 0.635378 9.83433 23.5883 1.75781
164.344 0.635299 9.83379 23.5885 1.75786
164.375 0.635321 9.83338 23.5871 1.75785
164.406 0.63551 9.83304 23.5827 1.75772
164.438 0.635499 9.8326 23.5819 1.75773
164.469 0.635495 9.8321 23.5808 1.75773
164.5 0.635982 9.83239 23.5725 1.75739
