# t frame_uz frame_z ub_dans_repere
160.001 9.6066e-06 9.89351e-09 0.00932801
160.036 0.00741721 0.000139929 0.296277
160.117 0.0544765 0.00280873 0.75806
160.227 0.174454 0.0161491 1.30389
160.354 0.380478 0.053596 1.80609
160.493 0.663683 0.129194 2.18446
160.634 0.988794 0.249952 2.36921
160.775 1.33284 0.418249 2.46906
160.915 1.68358 0.635727 2.48713
161.062 2.04163 0.915124 2.37667
161.219 2.38942 1.26725 2.12757
161.375 2.70389 1.67039 1.9467
161.531 2.9882 2.11997 1.71812
161.688 3.23447 2.61028 1.5239
161.844 3.45226 3.1366 1.27909
162 3.62428 3.69276 0.97442
162.156 3.74678 4.27115 0.658707
162.312 3.81684 4.86387 0.296788
162.469 3.83997 5.46275 0.088852
162.625 3.84443 6.06342 -0.026231
162.781 3.83769 6.66349 -0.048639
162.938 3.83377 7.26274 -0.0267693
163.094 3.83911 7.86188 0.117314
163.25 3.86925 8.46449 0.20074
163.406 3.90622 9.07233 0.278976
163.562 3.96397 9.68771 0.451415
163.719 4.0445 10.3144 0.574017
163.875 4.15191 10.956 0.775541
164.031 4.29402 11.6177 0.991245
164.188 4.46134 12.304 1.1462
164.344 4.65858 13.0192 1.32104
164.5 4.8814 13.7676 1.51978
164.656 5.13952 14.5541 1.7541
164.812 5.43464 15.3844 1.96928
164.969 5.75454 16.2633 2.07742
165.125 6.07772 17.1929 2.02468
165.281 6.38761 18.1717 1.95927
165.438 6.68509 19.1979 1.8602
165.594 6.96806 20.2691 1.79142
165.75 7.24244 21.3836 1.75151
165.906 7.52051 22.5413 1.78184
166.062 7.78561 23.7416 1.60845
166.219 8.01467 24.98 1.36728
166.375 8.21032 26.251 1.19146
166.531 8.37661 27.5498 0.986095
166.688 8.49559 28.8705 0.606021
166.844 8.56988 30.2052 0.428709
167 8.6165 31.5491 0.168005
167.156 8.61229 32.8956 -0.129252
167.312 8.58008 34.2388 -0.323451
167.469 8.50574 35.5726 -0.500426
167.625 8.40981 36.8931 -0.714739
167.781 8.28578 38.1957 -0.819889
167.938 8.13648 39.4767 -1.03412
168.094 7.96739 40.7323 -1.10561
168.25 7.79491 41.961 -1.08532
168.406 7.62871 43.1633 -1.05282
168.562 7.47306 44.3405 -0.959787
168.719 7.34016 45.4953 -0.768248
168.875 7.23324 46.632 -0.629987
169.031 7.15275 47.7544 -0.472867
169.188 7.08827 48.8655 -0.320803
169.344 7.06172 49.9703 -0.12737
169.5 7.05719 51.0729 0.0547011
169.656 7.08118 52.1776 0.188993
169.812 7.12117 53.2875 0.30661
169.969 7.17501 54.405 0.405926
170.125 7.24798 55.5327 0.51281
170.281 7.33364 56.6731 0.592528
170.438 7.42994 57.8279 0.625864
170.594 7.52334 58.9977 0.576819
170.75 7.61004 60.1815 0.531914
170.906 7.69487 61.3783 0.568668
171.062 7.78148 62.589 0.518623
171.219 7.86399 63.8125 0.539347
171.375 7.9492 65.0491 0.583561
171.531 8.05106 66.3005 0.688003
171.688 8.17084 67.5694 0.827107
171.844 8.31785 68.8594 1.03152
172 8.49382 70.1754 1.14748
172.156 8.66845 71.5189 1.12918
172.312 8.84467 72.8899 1.12363
172.469 9.01766 74.2882 1.07972
172.625 9.18824 75.7133 1.06506
172.781 9.35758 77.1648 1.09151
172.938 9.52922 78.6429 1.11921
173.094 9.68262 80.1467 0.899664
173.25 9.81705 81.6723 0.83253
173.406 9.92664 83.2172 0.550338
173.562 9.99079 84.7746 0.327548
173.719 10.0297 86.3394 0.242984
173.875 10.0616 87.9098 0.139137
174.031 10.0644 89.4826 -0.0693262
174.188 10.0318 91.0525 -0.294509
174.344 9.97398 92.6147 -0.404848
174.5 9.9139 94.1673 -0.348039
174.656 9.86045 95.7114 -0.351748
174.812 9.79672 97.2463 -0.44143
174.969 9.71843 98.7699 -0.540051
175.125 9.63395 100.28 -0.54602
175.281 9.55022 101.778 -0.503559
175.438 9.4759 103.263 -0.436419
175.594 9.41015 104.737 -0.427002
175.75 9.33964 106.201 -0.468861
175.906 9.26793 107.654 -0.454107
176.062 9.19335 109.095 -0.473058
176.219 9.12744 110.525 -0.393063
176.375 9.06512 111.945 -0.411406
176.531 9.00306 113.356 -0.379838
176.688 8.94629 114.757 -0.344691
176.844 8.89786 116.15 -0.26238
177 8.88887 117.539 0.0663527
177.156 8.90499 118.929 0.1412
177.312 8.93247 120.323 0.19749
177.469 8.96206 121.722 0.157113
177.625 8.99156 123.125 0.23242
177.781 9.0415 124.534 0.360425
177.938 9.1035 125.953 0.403802
178.094 9.17048 127.381 0.431749
178.25 9.23008 128.82 0.325596
178.406 9.27697 130.267 0.292559
178.562 9.32448 131.721 0.305591
178.719 9.38357 133.183 0.408306
178.875 9.44798 134.655 0.416665
179.031 9.49922 136.136 0.247398
179.188 9.51749 137.623 0.0250404
179.344 9.50116 139.109 -0.179332
179.5 9.46208 140.59 -0.288826
179.656 9.40134 142.063 -0.436377
179.812 9.32872 143.525 -0.514868
179.969 9.22855 144.974 -0.735502
180.125 9.08793 146.403 -0.999758
180.281 8.91298 147.807 -1.18589
180.438 8.71207 149.181 -1.34817
180.594 8.48285 150.521 -1.51644
180.75 8.25383 151.825 -1.45881
180.906 8.02496 153.094 -1.46475
181.062 7.79522 154.326 -1.44738
181.219 7.57722 155.523 -1.33989
181.375 7.38543 156.689 -1.15767
181.531 7.21974 157.827 -0.985328
181.688 7.08729 158.942 -0.766844
181.844 6.98885 160.04 -0.514925
182 6.93026 161.126 -0.3018
182.156 6.89583 162.205 -0.139961
182.312 6.89311 163.282 0.085824
182.469 6.92885 164.362 0.309363
182.625 7.00112 165.451 0.549355
182.781 7.10426 166.554 0.734698
182.938 7.23683 167.676 0.890513
183.094 7.38109 168.82 0.952108
183.25 7.54058 169.988 1.07559
183.406 7.71583 171.183 1.15735
183.562 7.90447 172.406 1.22923
183.719 8.11092 173.66 1.38259
183.875 8.3361 174.948 1.49419
184.031 8.57255 176.273 1.48668
184.188 8.79972 177.634 1.42135
184.344 9.00475 179.029 1.23136
184.5 9.17975 180.452 1.08057
184.656 9.33353 181.901 0.896557
184.812 9.45281 183.371 0.66814
184.969 9.52215 184.856 0.2892
185.125 9.52862 186.345 -0.101289
185.281 9.48781 187.83 -0.408567
185.438 9.38045 189.304 -0.877614
185.594 9.20426 190.754 -1.27857
185.75 8.97088 192.171 -1.621
185.906 8.7001 193.547 -1.81719
186.062 8.40451 194.879 -1.93808
186.219 8.09691 196.164 -1.95663
186.375 7.79827 197.401 -1.88595
186.531 7.51578 198.592 -1.74123
186.688 7.26165 199.743 -1.54512
186.844 7.04227 200.856 -1.30404
187 6.85918 201.939 -1.04551
187.156 6.72452 202.997 -0.751334
187.312 6.63876 204.039 -0.429646
187.469 6.59364 205.072 -0.188275
187.625 6.59707 206.102 0.164752
187.781 6.64545 207.137 0.390343
187.938 6.71938 208.182 0.539393
188.094 6.81826 209.241 0.674119
188.25 6.93567 210.317 0.779476
188.406 7.05732 211.412 0.777356
188.562 7.17921 212.526 0.753757
188.719 7.28291 213.658 0.612387
188.875 7.37137 214.804 0.544573
189.031 7.44355 215.963 0.405285
189.188 7.49511 217.131 0.248762
189.344 7.51712 218.305 0.0742102
189.5 7.51759 219.48 -0.0373071
189.656 7.50836 220.653 -0.0994514
189.812 7.49215 221.825 -0.126879
189.969 7.46446 222.993 -0.16964
190.125 7.45863 224.159 0.0632701
190.281 7.48139 225.326 0.213826
190.438 7.53889 226.5 0.446177
190.594 7.62046 227.685 0.615074
190.75 7.73944 228.886 0.832031
190.906 7.88688 230.109 1.00813
191.062 8.06288 231.358 1.19325
191.219 8.26765 232.636 1.40908
191.375 8.50457 233.95 1.54832
191.531 8.7567 235.302 1.70365
191.688 9.01442 236.695 1.55602
191.844 9.23715 238.125 1.35207
192 9.44115 239.587 1.28337
192.156 9.62998 241.08 1.13971
192.312 9.78567 242.6 0.882905
192.469 9.88797 244.14 0.46625
192.625 9.91418 245.688 -0.0475956
192.781 9.86523 247.234 -0.491686
192.938 9.7529 248.765 -0.877696
193.094 9.5849 250.274 -1.22204
193.25 9.36202 251.752 -1.57424
193.406 9.08642 253.189 -1.8859
193.562 8.76248 254.579 -2.17827
193.719 8.39584 255.914 -2.46443
193.875 7.99526 257.189 -2.63165
194.031 7.5743 258.399 -2.73875
194.188 7.14573 259.542 -2.74224
194.344 6.72185 260.619 -2.68919
194.5 6.31234 261.631 -2.56187
194.656 5.93092 262.581 -2.34206
194.812 5.59287 263.475 -2.03845
194.969 5.30671 264.322 -1.68417
195.125 5.08253 265.129 -1.2506
195.281 4.92346 265.907 -0.859246
