# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2078.83 59.9872 60.007 59.9977 0.217239 0.24852 0.0093184 14.0625 14.0625 14.0625 15.8346 1 1 1937.02 0
160.036 2077.39 60.0681 60.1203 60.0012 2.66432 3.2736 0.292875 13.125 13.125 13.125 15.8309 1 1 1886.56 0
160.117 2078.67 60.2889 60.3962 60.0403 2.71071 3.4364 0.743509 13.125 13.125 13.125 15.8342 1 1 1886.39 0
160.227 2077.91 60.5898 60.786 60.1485 2.73052 3.63534 1.27333 13.125 15 13.125 15.8323 1.14286 1 1894.64 0
160.354 2078.92 60.9399 61.265 60.343 2.61225 3.82501 1.7575 15 15 13.125 15.8348 1.14286 1 1867.2 0
160.493 2079.85 61.2947 61.8144 60.6162 2.38207 4.05373 2.12289 13.125 13.125 15 15.8372 1.14286 1 1882.34 0
160.634 2081.31 61.6141 62.4055 60.9385 2.07156 4.28461 2.30244 13.125 13.125 15 15.8409 1.14286 1 1877.58 0
160.775 2082.29 61.8865 63.0328 61.2823 1.66209 4.56341 2.39947 13.125 15 13.125 15.8434 1.14286 1 1882.22 0
160.915 2083.66 62.1011 63.6979 61.6332 1.28565 4.83177 2.41703 13.125 13.125 13.125 15.8469 1 1 1889.31 0
161.062 2085.05 62.2704 64.4362 61.9948 0.947678 5.11874 2.3024 15 15 13.125 15.8504 1.14286 1 1892.92 0
161.219 2085.93 62.396 65.2623 62.3508 0.585787 5.4114 2.06108 15 13.125 13.125 15.8526 1.14286 1 1900.12 0
161.375 2087.55 62.4639 66.1268 62.6711 0.167797 5.50156 1.88586 15 15 13.125 15.8567 1.14286 1 1864.95 0
161.531 2087.76 62.459 67.003 62.9652 -0.288928 5.63186 1.66443 15 15 13.125 15.8572 1.14286 1 1882.82 0
161.688 2088.75 62.3851 67.9051 63.22 -0.746592 5.71452 1.47628 15 15 13.125 15.8597 1.14286 1 1883.24 0
161.844 2090.06 62.2327 68.8117 63.442 -1.25786 5.8046 1.23912 13.125 15 13.125 15.8631 1.14286 1 1867.33 0
162 2092.34 62.0011 69.7468 63.6196 -1.71794 5.98899 0.943969 13.125 15 13.125 15.8688 1.14286 1 1890.5 0
162.156 2093.26 61.6962 70.697 63.7488 -2.16372 6.06492 0.638123 13.125 15 13.125 15.8711 1.14286 1 1885.44 0
162.312 2094.3 61.3254 71.6651 63.8252 -2.56537 6.17141 0.287513 15 15 13.125 15.8738 1.14286 1 1889.93 0
162.469 2094.28 60.8998 72.6384 63.8523 -2.87337 6.0812 0.0860754 15 13.125 13.125 15.8737 1.14286 1 1908.05 0
162.625 2095.12 60.427 73.5962 63.8596 -3.11044 5.96329 -0.0254112 15 15 13.125 15.8759 1.14286 1 1899.35 0
162.781 2094.88 59.9225 74.5297 63.8507 -3.21961 5.84943 -0.047119 13.125 13.125 13.125 15.8752 1 1 1897.5 0
162.938 2095.31 59.4015 75.4456 63.845 -3.35374 5.67972 -0.0259328 15 15 13.125 15.8763 1.14286 1 1901.4 0
163.094 2095.43 58.8673 76.3285 63.8474 -3.41573 5.44963 0.113648 15 15 13.125 15.8766 1.14286 1 1909.51 0
163.25 2096.6 58.316 77.1781 63.8731 -3.54622 5.19225 0.194467 13.125 15 13.125 15.8796 1.14286 1 1912.57 0
163.406 2096.84 57.7463 77.9812 63.9084 -3.59048 4.91663 0.270258 15 15 13.125 15.8802 1.14286 1 1898.56 0
163.562 2097.6 57.1789 78.7432 63.9621 -3.55605 4.65551 0.437308 15 13.125 13.125 15.8821 1.14286 1 1922.31 0
163.719 2098.35 56.6201 79.4626 64.0387 -3.47816 4.34831 0.556079 15 15 13.125 15.884 1.14286 1 1897.36 0
163.875 2097.75 56.0716 80.1291 64.1436 -3.32293 4.01625 0.751305 13.125 15 13.125 15.8825 1.14286 1 1902.32 0
164.031 2097.85 55.5539 80.7436 64.2847 -3.16391 3.63926 0.960269 15 13.125 13.125 15.8827 1.14286 1 1898.07 0
164.188 2098.21 55.0649 81.2935 64.4532 -3.00887 3.20694 1.11038 15 15 13.125 15.8836 1.14286 1 1886.05 0
