# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 90 90 60 0.0325447 -0.0402052 -0.0035625 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.15 90.0085 89.9884 60.0006 0.515797 -0.723698 0.102456 14.0625 14.0625 14.0625 15.9438 1 1 2006.76 0
160.051 2122.82 90.0252 89.9654 60.0076 0.489239 -0.681534 0.350764 14.0625 15 14.0625 15.9455 1.06667 1 2011.81 0
160.092 2122.47 90.0464 89.9358 60.0275 0.506543 -0.715712 0.647403 15 15 15 15.9446 1 1 2017.88 0
160.14 2122.61 90.0702 89.9017 60.0644 0.494321 -0.726541 0.955538 15 15 15 15.945 1 1 2014.22 0
160.19 2122.66 90.0953 89.8645 60.1198 0.489679 -0.740719 1.27042 15 15 15 15.9451 1 1 2021.09 0
160.243 2122.69 90.121 89.8246 60.194 0.478541 -0.765177 1.56859 15 15 15 15.9452 1 1 2022.83 0
160.297 2122.78 90.1468 89.7827 60.2855 0.466013 -0.786117 1.84511 15 15 15 15.9454 1 1 2027.43 0
160.352 2122.84 90.1723 89.7386 60.3938 0.450043 -0.809418 2.11032 15 15 15 15.9456 1 1 2034.02 0
160.407 2122.98 90.197 89.6932 60.5156 0.437681 -0.835812 2.33911 15 15 15 15.9459 1 1 2032.7 0
160.463 2123.12 90.2214 89.6456 60.6526 0.425837 -0.863704 2.53636 15 15 15 15.9463 1 1 2033.58 0
160.519 2123.21 90.2451 89.5965 60.8012 0.414613 -0.888254 2.72146 15 15 15 15.9465 1 1 2033.7 0
160.575 2123.3 90.268 89.5462 60.96 0.403984 -0.913278 2.87905 15 15 14.0625 15.9467 1.06667 1 2030.94 0
160.631 2123.38 90.2902 89.4946 61.1272 0.389239 -0.935245 3.01655 15 15 15 15.9469 1 1 2033.06 0
160.687 2123.47 90.3113 89.4416 61.3013 0.375529 -0.962642 3.13244 15 15 15 15.9471 1 1 2031.38 0
160.743 2123.57 90.3315 89.387 61.4814 0.364498 -0.991653 3.22615 15 15 15 15.9474 1 1 2031.23 0
160.798 2123.66 90.351 89.3309 61.6667 0.349095 -1.01715 3.30309 15 15 14.0625 15.9476 1.06667 1 2031.23 0
