# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.001 2006.97 90 90 60 -0.0665533 -0.166701 0.00837365 14.0625 14.0625 14.0625 15.65 1
160.019 2014.87 89.9513 89.886 60.0063 -3.02935 -8.0628 0.705121 15 15 15 15.6705 1
160.051 2027.85 89.8667 89.6049 60.047 -2.81185 -7.92455 1.01761 15 15 15.9375 15.7041 1.0625
160.092 2027.68 89.7446 89.2707 60.0788 -2.5702 -7.76171 1.36217 15 15 15.9375 15.7036 1.0625
160.14 2029.14 89.6255 88.9349 60.1631 -2.33491 -7.6406 1.76739 15 15 15.9375 15.7074 1.0625
160.19 2026.7 89.4967 88.5473 60.252 -2.07757 -7.5141 2.17807 15 15 15.9375 15.7011 1.0625
160.243 2030.18 89.4004 88.1533 60.371 -1.84401 -7.41688 2.55559 14.0625 14.0625 15.9375 15.7101 1.13333
160.297 2024.72 89.3023 87.7537 60.5147 -1.61486 -7.32037 2.92401 14.0625 15 16.875 15.696 1.2
160.352 2035.34 89.2245 87.3526 60.691 -1.40992 -7.23869 3.20328 14.0625 14.0625 15.9375 15.7234 1.13333
160.407 2034.46 89.1595 86.9755 60.85 -1.21364 -7.12695 3.42789 14.0625 14.0625 15.9375 15.7211 1.13333
160.463 2033.05 89.0802 86.5607 61.0506 -1.01653 -6.99724 3.59136 14.0625 15 15.9375 15.7175 1.13333
160.519 2028.44 89.0336 86.1731 61.238 -0.834138 -6.84705 3.68981 14.0625 14.0625 15.9375 15.7056 1.13333
160.575 2029.57 88.9879 85.816 61.4419 -0.651198 -6.65327 3.75079 14.0625 15 15.9375 15.7085 1.13333
160.631 2025.42 88.9612 85.4357 61.6497 -0.44948 -6.47179 3.79413 15 15 15.9375 15.6978 1.0625
160.687 2024.1 88.9295 85.088 61.8738 -0.26196 -6.24149 3.80544 15 14.0625 15 15.6944 1.06667
160.743 2028.36 88.9153 84.7396 62.0571 -0.0803887 -6.01776 3.81714 15 15 15 15.7054 1
160.798 2026.97 88.9184 84.3945 62.2931 0.107261 -5.82738 3.82282 15 15 15 15.7018 1
160.854 2030.72 88.9134 84.0795 62.4958 0.299756 -5.61554 3.82921 15 15 14.0625 15.7115 1.06667
160.91 2036.26 88.9256 83.7639 62.6837 0.471356 -5.43656 3.84277 15 15 14.0625 15.7258 1.06667
160.966 2024.11 88.9558 83.4753 62.8981 0.661439 -5.2821 3.91147 15.9375 15.9375 14.0625 15.6944 1.13333
161.022 2020.4 88.9765 83.1613 63.1102 0.85631 -5.12132 3.95777 15.9375 15 15 15.6848 1.0625
161.079 2030.17 89.034 82.8848 63.3218 1.01276 -4.99697 3.99596 15.9375 15 14.0625 15.7101 1.13333
161.135 2032.11 89.1076 82.5977 63.5402 1.21363 -4.87836 4.07008 15.9375 15.9375 14.0625 15.7151 1.13333
161.191 2030.34 89.1881 82.3202 63.7702 1.37318 -4.7904 4.11996 15.9375 15.9375 14.0625 15.7105 1.13333
161.247 2026.63 89.2534 82.0586 64.0009 1.55099 -4.70739 4.18881 15.9375 15 14.0625 15.7009 1.13333
161.303 2020.76 89.336 81.8 64.218 1.69273 -4.63529 4.25585 15 15.9375 13.125 15.6858 1.21429
161.36 2032.78 89.4354 81.5231 64.4539 1.85625 -4.61292 4.29232 15 15.9375 14.0625 15.7168 1.13333
161.416 2033.83 89.531 81.2545 64.6888 2.01894 -4.58875 4.36106 15 15.9375 14.0625 15.7195 1.13333
161.472 2032.83 89.6376 81.0165 64.9147 2.16097 -4.55686 4.39071 15 15.9375 14.0625 15.7169 1.13333
161.528 2022.1 89.7604 80.7481 65.1622 2.3267 -4.48252 4.45265 15 15.9375 15 15.6892 1.0625
161.584 2024.05 89.8932 80.4857 65.39 2.47607 -4.43351 4.48377 15 15.9375 14.0625 15.6943 1.13333
161.64 2020.26 90.0333 80.2428 65.6485 2.62493 -4.35117 4.50944 15 15 14.0625 15.6845 1.06667
161.697 2030.93 90.1845 80.0045 65.8862 2.77695 -4.24507 4.43478 15 15.9375 14.0625 15.712 1.13333
161.753 2027.25 90.3255 79.7703 66.1299 2.93242 -4.07268 4.38878 15 15.9375 15 15.7025 1.0625
161.809 2035.21 90.4974 79.5318 66.3598 3.06039 -3.90941 4.31135 15 15.9375 14.0625 15.7231 1.13333
161.865 2032.69 90.6727 79.308 66.5844 3.19806 -3.70282 4.24523 15 15.9375 14.0625 15.7166 1.13333
161.921 2026.34 90.8386 79.1222 66.8169 3.33456 -3.46528 4.13751 15 15.9375 14.0625 15.7002 1.13333
161.978 2024.22 91.0218 78.9269 67.0402 3.44604 -3.21397 4.00679 15 15.9375 14.0625 15.6947 1.13333
162.034 2030.97 91.2136 78.7447 67.2431 3.54452 -2.94319 3.84319 15 15.9375 14.0625 15.7121 1.13333
162.09 2037.42 91.4214 78.5765 67.4354 3.61718 -2.68532 3.6631 15 15.9375 14.0625 15.7287 1.13333
162.146 2030.77 91.6246 78.4311 67.6429 3.69747 -2.39776 3.511 15 15.9375 14.0625 15.7116 1.13333
162.202 2020.85 91.8099 78.2925 67.8184 3.74257 -2.11551 3.39214 15.9375 16.875 14.0625 15.686 1.2
162.258 2024.32 92.0285 78.1768 67.9762 3.76004 -1.84247 3.23064 15.9375 15.9375 14.0625 15.695 1.13333
162.315 2031.68 92.2428 78.0781 68.1419 3.75993 -1.57381 3.05434 15 15.9375 14.0625 15.7139 1.13333
162.371 2033.47 92.4308 77.9844 68.2932 3.71585 -1.32573 2.91205 15 15.9375 14.0625 15.7186 1.13333
162.427 2028.25 92.6328 77.9065 68.4584 3.66539 -1.06014 2.80548 15.9375 15.9375 14.0625 15.7051 1.13333
162.483 2034.09 92.8329 77.8478 68.6079 3.59112 -0.827917 2.66987 15.9375 15.9375 14.0625 15.7202 1.13333
162.539 2029.49 93.0327 77.8036 68.7397 3.48779 -0.585353 2.58034 15.9375 15.9375 13.125 15.7083 1.21429
162.596 2030.22 93.2222 77.7769 68.8757 3.36624 -0.355687 2.50849 15 15.9375 13.125 15.7102 1.21429
162.652 2032.18 93.4027 77.7584 68.9839 3.22345 -0.12962 2.42217 15.9375 15.9375 13.125 15.7152 1.21429
162.708 2033.38 93.5703 77.752 69.0925 3.07037 0.125309 2.32956 15.9375 15.9375 14.0625 15.7183 1.13333
162.764 2032.57 93.7388 77.7636 69.2233 2.87029 0.368118 2.26782 15.9375 15.9375 14.0625 15.7163 1.13333
162.82 2034.55 93.8968 77.7721 69.3489 2.6826 0.617324 2.19252 15.9375 15.9375 14.0625 15.7213 1.13333
162.876 2031.71 94.0497 77.8083 69.4526 2.4555 0.874921 2.16276 15.9375 15.9375 14.0625 15.714 1.13333
162.933 2031.2 94.1675 77.8641 69.5683 2.23386 1.12939 2.10616 15 15.9375 14.0625 15.7127 1.13333
162.989 2030.32 94.2726 77.9211 69.6671 2.01077 1.38876 2.0627 15 15.9375 13.125 15.7105 1.21429
163.045 2036.08 94.3864 77.9923 69.7707 1.7796 1.6383 1.99059 15.9375 15.9375 13.125 15.7253 1.21429
163.101 2032.46 94.4737 78.0922 69.8537 1.54275 1.89866 1.92774 15.9375 16.875 13.125 15.716 1.28571
163.157 2034.45 94.5461 78.2007 69.9374 1.3039 2.16758 1.83159 15.9375 16.875 13.125 15.7211 1.28571
163.213 2031.65 94.6109 78.3273 70.0229 1.07343 2.42459 1.74724 15.9375 16.875 13.125 15.7139 1.28571
163.27 2030.4 94.6716 78.4666 70.1099 0.848965 2.65952 1.61814 15.9375 16.875 14.0625 15.7107 1.2
163.326 2028.07 94.7255 78.6151 70.1878 0.615938 2.90252 1.47767 15.9375 15.9375 14.0625 15.7046 1.13333
163.382 2025.91 94.7484 78.7579 70.2546 0.395998 3.12101 1.34648 15.9375 15.9375 14.0625 15.6991 1.13333
163.438 2031.72 94.7624 78.9226 70.3067 0.184091 3.29037 1.17356 15.9375 16.875 14.0625 15.7141 1.2
163.494 2028.81 94.7469 79.1154 70.3608 -0.0235957 3.43845 1.03172 15.9375 16.875 14.0625 15.7066 1.2
163.551 2029.68 94.7406 79.3162 70.4082 -0.23465 3.58119 0.863417 15.9375 15.9375 14.0625 15.7088 1.13333
163.607 2034.07 94.7274 79.5035 70.4393 -0.429415 3.69939 0.700847 15.9375 15.9375 14.0625 15.7201 1.13333
163.663 2032.86 94.6928 79.7118 70.4605 -0.630005 3.78706 0.566027 15.9375 15.9375 13.125 15.717 1.21429
163.719 2026.85 94.6443 79.9227 70.4736 -0.813975 3.87089 0.453397 15.9375 15.9375 13.125 15.7015 1.21429
163.775 2031.31 94.6017 80.1324 70.4768 -1.00201 3.92005 0.322287 15.9375 15.9375 13.125 15.713 1.21429
163.831 2029.67 94.5481 80.3288 70.4768 -1.17633 3.95813 0.233532 15.9375 15.9375 13.125 15.7088 1.21429
163.888 2030.4 94.4786 80.5717 70.4734 -1.35196 3.97766 0.133015 16.875 15.9375 13.125 15.7107 1.28571
163.944 2032.24 94.3843 80.7955 70.462 -1.53924 3.99309 0.0642465 16.875 15 14.0625 15.7154 1.2
164 2030.95 94.2974 80.9916 70.4567 -1.72501 4.01595 0.0521215 16.875 15 14.0625 15.7121 1.2
164.056 2029.44 94.1836 81.2133 70.4447 -1.91005 4.02103 0.0229536 16.875 15.9375 14.0625 15.7082 1.2
164.112 2027.39 94.08 81.4477 70.4219 -2.08555 4.02414 0.0214546 16.875 15.9375 14.0625 15.7029 1.2
164.169 2029.15 93.9545 81.6527 70.4086 -2.27106 4.02265 0.024719 16.875 15 14.0625 15.7074 1.2
164.225 2029.55 93.8342 81.8813 70.4053 -2.45415 4.05863 0.0386737 16.875 15 14.0625 15.7085 1.2
164.281 2022 93.6828 82.1049 70.3866 -2.62361 4.07655 0.083389 17.8125 15 14.0625 15.689 1.26667
164.337 2032.63 93.532 82.3273 70.3714 -2.775 4.08015 0.0681755 16.875 15 14.0625 15.7164 1.2
164.393 2035.01 93.3757 82.5515 70.3507 -2.92496 4.10931 0.0546862 16.875 15 14.0625 15.7225 1.2
164.449 2038.89 93.2104 82.7661 70.3452 -3.06213 4.14921 0.0489976 16.875 15 14.0625 15.7325 1.2
164.506 2033.21 93.024 83.0155 70.3321 -3.1664 4.20696 0.0658202 16.875 15 14.0625 15.7179 1.2
164.562 2028.89 92.8609 83.2284 70.3145 -3.24335 4.26747 0.0678675 15.9375 15 14.0625 15.7068 1.13333
164.618 2031.02 92.6807 83.4638 70.3066 -3.31451 4.31084 0.0327483 16.875 15 14.0625 15.7123 1.2
164.674 2036.83 92.4933 83.7032 70.2925 -3.33737 4.38819 -0.0382063 16.875 15 14.0625 15.7272 1.2
164.73 2027.59 92.2763 83.9217 70.2631 -3.35129 4.45474 -0.0838984 16.875 15 14.0625 15.7034 1.2
164.787 2028.54 92.0992 84.1725 70.2378 -3.33732 4.52763 -0.157707 16.875 15.9375 14.0625 15.7059 1.2
164.843 2031.88 91.9144 84.4324 70.2159 -3.31016 4.61505 -0.273928 15.9375 15.9375 14.0625 15.7145 1.13333
164.899 2032.15 91.746 84.6939 70.1744 -3.25435 4.70023 -0.349471 15.9375 15.9375 14.0625 15.7152 1.13333
164.955 2028.82 91.5579 84.9458 70.1417 -3.19633 4.82733 -0.428884 16.875 15.9375 14.0625 15.7066 1.2
